grupo;snis_grupo;subgrupo;snis_subgrupo;snis_familias_informacao_indicador;snis_informacao_indicador;snis_unidade;codigo_variavel;nome_variavel
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB009 - Quantidade de empregados dos agentes públicos envolvidos nos demais serviços de manejo de RSU quando não especificados em campos próprios;[Empregados];TB009;Quantidade de empregados dos agentes públicos envolvidos nos demais serviços de manejo de RSU quando não especificados em campos próprios
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB010 - Quantidade de empregados dos agentes privados envolvidos nos demais serviços de manejo de RSU quando não especificados em campos próprios;[Empregados];TB010;Quantidade de empregados dos agentes privados envolvidos nos demais serviços de manejo de RSU quando não especificados em campos próprios
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB011 - Quantidade de empregados administrativos dos agentes públicos;[Empregados];TB011;Quantidade de empregados administrativos dos agentes públicos
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB012 - Quantidade de empregados administrativos dos agentes privados;[Empregados];TB012;Quantidade de empregados administrativos dos agentes privados
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB013 - Quantidade de trabalhadores de agentes públicos envolvidos nos serviços de manejo de RSU;[Empregados];TB013;Quantidade de trabalhadores de agentes públicos envolvidos nos serviços de manejo de RSU
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB014 - Quantidade de trabalhadores de agentes privados envolvidos nos serviços de manejo de RSU;[Sim/Não];TB014;Quantidade de trabalhadores de agentes privados envolvidos nos serviços de manejo de RSU
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB015 - Quantidade total de trabalhadores remunerados envolvidos nos serviços de manejo de RSU;[Empregados temporários];TB015;Quantidade total de trabalhadores remunerados envolvidos nos serviços de manejo de RSU
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB016 - Existência de frente de trabalho temporária;[Empregados temporários];TB016;Existência de frente de trabalho temporária
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB017 - Quantidade de empregados temporários da frente '1';[Empregados temporários];TB017;Quantidade de empregados temporários da frente '1'
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB018 - Quantidade de empregados temporários da frente '2';[Meses];TB018;Quantidade de empregados temporários da frente '2'
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB019 - Quantidade de empregados temporários da frente de trabalho '3';[Meses];TB019;Quantidade de empregados temporários da frente de trabalho '3'
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB020 - Duração da frente de trabalho '1';[Meses];TB020;Duração da frente de trabalho '1'
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB021 - Duração da frente de trabalho '2';[Sim/Não];TB021;Duração da frente de trabalho '2'
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB022 - Duração da frente de trabalho '3';[Sim/Não];TB022;Duração da frente de trabalho '3'
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB023 - Atuação da frente de trabalho '1' em mais de um tipo de serviço;[Sim/Não];TB023;Atuação da frente de trabalho '1' em mais de um tipo de serviço
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB024 - Atuação da frente de trabalho '2' em mais de um tipo de serviço;;TB024;Atuação da frente de trabalho '2' em mais de um tipo de serviço
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB025 - Atuação da frente de trabalho '3' em mais de um tipo de serviço;;TB025;Atuação da frente de trabalho '3' em mais de um tipo de serviço
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB026 - Tipo de serviço predominante da frente de trabalho '1';;TB026;Tipo de serviço predominante da frente de trabalho '1'
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB027 - Tipo de serviço predominante da frente de trabalho '2';[Empregados];TB027;Tipo de serviço predominante da frente de trabalho '2'
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB028 - Tipo de serviço predominante da frente de trabalho '3';[Empregados];TB028;Tipo de serviço predominante da frente de trabalho '3'
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB029 - Quantidade de coletadores e motoristas de outros agentes, alocados no serviço de coleta de RDO e RPU;[Empregados];TB029;Quantidade de coletadores e motoristas de outros agentes, alocados no serviço de coleta de RDO e RPU
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB030 - Quantidade de varredores de outros agentes, alocados no serviço de varrição;[Empregados];TB030;Quantidade de varredores de outros agentes, alocados no serviço de varrição
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB031 - Quantidade de empregados dos outros agentes envolvidos com os serviços de capina e roçada;[Empregados];TB031;Quantidade de empregados dos outros agentes envolvidos com os serviços de capina e roçada
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB032 - Quantidade de empregados de outros agentes;[Empregados];TB032;Quantidade de empregados de outros agentes
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB033 - Quantidade de empregados de outros agentes envolvidos nos demais serviços de manejo de RSU quando não especificados em campos próprios;[Empregados];TB033;Quantidade de empregados de outros agentes envolvidos nos demais serviços de manejo de RSU quando não especificados em campos próprios
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB034 - Quantidade de empregados administrativos de outros agentes;;TB034;Quantidade de empregados administrativos de outros agentes
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB035 - Quantidade total de empregados de outros agentes envolvidos nos serviços de manejo de RSU;;TB035;Quantidade total de empregados de outros agentes envolvidos nos serviços de manejo de RSU
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre serviços de varrição;VA001 - Existência de estrutura operacional do serviço de varrição composta por pessoal dos agentes públicos;;VA001;Existência de estrutura operacional do serviço de varrição composta por pessoal dos agentes públicos
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre serviços de varrição;VA002 - Existência de estrutura operacional do serviço de varrição composta por pessoal dos agentes privados;;VA002;Existência de estrutura operacional do serviço de varrição composta por pessoal dos agentes privados
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre serviços de varrição;VA003 - Existência de estrutura operacional do serviço de varrição composta por veículos dos agentes públicos;[Km/ano];VA003;Existência de estrutura operacional do serviço de varrição composta por veículos dos agentes públicos
